#
# This file contains the first 61158 Unicode characters. It can be used to inspect the coverage of fonts
#
\u0020 #  
\u1AAD # ᪭
\u1AAE # ᪮
\u1AAF # ᪯
\u1AB0 # ᪰
\u1AB1 # ᪱
\u1AB2 # ᪲
\u1AB3 # ᪳
\u1AB4 # ᪴
\u1AB5 # ᪵
\u1AB6 # ᪶
\u1AB7 # ᪷
\u1AB8 # ᪸
\u1AB9 # ᪹
\u1ABA # ᪺
\u1ABB # ᪻
\u1ABC # ᪼
\u1ABD # ᪽
\u1ABE # ᪾
\u1ABF # ᪿ
\u1AC0 # ᫀ
\u1AC1 # ᫁
\u1AC2 # ᫂
\u1AC3 # ᫃
\u1AC4 # ᫄
\u1AC5 # ᫅
\u1AC6 # ᫆
\u1AC7 # ᫇
\u1AC8 # ᫈
\u1AC9 # ᫉
\u1ACA # ᫊
\u1ACB # ᫋
\u1ACC # ᫌ
\u1ACD # ᫍ
\u1ACE # ᫎ
\u1ACF # ᫏
\u1AD0 # ᫐
\u1AD1 # ᫑
\u1AD2 # ᫒
\u1AD3 # ᫓
\u1AD4 # ᫔
\u1AD5 # ᫕
\u1AD6 # ᫖
\u1AD7 # ᫗
\u1AD8 # ᫘
\u1AD9 # ᫙
\u1ADA # ᫚
\u1ADB # ᫛
\u1ADC # ᫜
\u1ADD # ᫝
\u1ADE # ᫞
\u1ADF # ᫟
\u1AE0 # ᫠
\u1AE1 # ᫡
\u1AE2 # ᫢
\u1AE3 # ᫣
\u1AE4 # ᫤
\u1AE5 # ᫥
\u1AE6 # ᫦
\u1AE7 # ᫧
\u1AE8 # ᫨
\u1AE9 # ᫩
\u1AEA # ᫪
\u1AEB # ᫫
\u1AEC # ᫬
\u1AED # ᫭
\u1AEE # ᫮
\u1AEF # ᫯
\u1AF0 # ᫰
\u1AF1 # ᫱
\u1AF2 # ᫲
\u1AF3 # ᫳
\u1AF4 # ᫴
\u1AF5 # ᫵
\u1AF6 # ᫶
\u1AF7 # ᫷
\u1AF8 # ᫸
\u1AF9 # ᫹
\u1AFA # ᫺
\u1AFB # ᫻
\u1AFC # ᫼
\u1AFD # ᫽
\u1AFE # ᫾
\u1AFF # ᫿
\u1B00 # ᬀ
\u1B01 # ᬁ
\u1B02 # ᬂ
\u1B03 # ᬃ
\u1B04 # ᬄ
\u1B05 # ᬅ
\u1B06 # ᬆ
\u1B07 # ᬇ
\u1B08 # ᬈ
\u1B09 # ᬉ
\u1B0A # ᬊ
\u1B0B # ᬋ
\u1B0C # ᬌ
\u1B0D # ᬍ
\u1B0E # ᬎ
\u1B0F # ᬏ
\u1B10 # ᬐ
\u1B11 # ᬑ
\u1B12 # ᬒ
\u1B13 # ᬓ
\u1B14 # ᬔ
\u1B15 # ᬕ
\u1B16 # ᬖ
\u1B17 # ᬗ
\u1B18 # ᬘ
\u1B19 # ᬙ
\u1B1A # ᬚ
\u1B1B # ᬛ
\u1B1C # ᬜ
\u1B1D # ᬝ
\u1B1E # ᬞ
\u1B1F # ᬟ
\u1B20 # ᬠ
\u1B21 # ᬡ
\u1B22 # ᬢ
\u1B23 # ᬣ
\u1B24 # ᬤ
\u1B25 # ᬥ
\u1B26 # ᬦ
\u1B27 # ᬧ
\u1B28 # ᬨ
\u1B29 # ᬩ
\u1B2A # ᬪ
\u1B2B # ᬫ
\u1B2C # ᬬ
\u1B2D # ᬭ
\u1B2E # ᬮ
\u1B2F # ᬯ
\u1B30 # ᬰ
\u1B31 # ᬱ
\u1B32 # ᬲ
\u1B33 # ᬳ
\u1B34 # ᬴
\u1B35 # ᬵ
\u1B36 # ᬶ
\u1B37 # ᬷ
\u1B38 # ᬸ
\u1B39 # ᬹ
\u1B3A # ᬺ
\u1B3B # ᬻ
\u1B3C # ᬼ
\u1B3D # ᬽ
\u1B3E # ᬾ
\u1B3F # ᬿ
\u1B40 # ᭀ
\u1B41 # ᭁ
\u1B42 # ᭂ
\u1B43 # ᭃ
\u1B44 # ᭄
\u1B45 # ᭅ
\u1B46 # ᭆ
\u1B47 # ᭇ
\u1B48 # ᭈ
\u1B49 # ᭉ
\u1B4A # ᭊ
\u1B4B # ᭋ
\u1B4C # ᭌ
\u1B4D # ᭍
\u1B4E # ᭎
\u1B4F # ᭏
\u1B50 # ᭐
\u1B51 # ᭑
\u1B52 # ᭒
\u1B53 # ᭓
\u1B54 # ᭔
\u1B55 # ᭕
\u1B56 # ᭖
\u1B57 # ᭗
\u1B58 # ᭘
\u1B59 # ᭙
\u1B5A # ᭚
\u1B5B # ᭛
\u1B5C # ᭜
\u1B5D # ᭝
\u1B5E # ᭞
\u1B5F # ᭟
\u1B60 # ᭠
\u1B61 # ᭡
\u1B62 # ᭢
\u1B63 # ᭣
\u1B64 # ᭤
\u1B65 # ᭥
\u1B66 # ᭦
\u1B67 # ᭧
\u1B68 # ᭨
\u1B69 # ᭩
\u1B6A # ᭪
\u1B6B # ᭫
\u1B6C # ᭬
\u1B6D # ᭭
\u1B6E # ᭮
\u1B6F # ᭯
\u1B70 # ᭰
\u1B71 # ᭱
\u1B72 # ᭲
\u1B73 # ᭳
\u1B74 # ᭴
\u1B75 # ᭵
\u1B76 # ᭶
\u1B77 # ᭷
\u1B78 # ᭸
\u1B79 # ᭹
\u1B7A # ᭺
\u1B7B # ᭻
\u1B7C # ᭼
\u1B7D # ᭽
\u1B7E # ᭾
\u1B7F # ᭿
\u1B80 # ᮀ
\u1B81 # ᮁ
\u1B82 # ᮂ
\u1B83 # ᮃ
\u1B84 # ᮄ
\u1B85 # ᮅ
\u1B86 # ᮆ
\u1B87 # ᮇ
\u1B88 # ᮈ
\u1B89 # ᮉ
\u1B8A # ᮊ
\u1B8B # ᮋ
\u1B8C # ᮌ
\u1B8D # ᮍ
\u1B8E # ᮎ
\u1B8F # ᮏ
\u1B90 # ᮐ
\u1B91 # ᮑ
\u1B92 # ᮒ
\u1B93 # ᮓ
\u1B94 # ᮔ
\u1B95 # ᮕ
\u1B96 # ᮖ
\u1B97 # ᮗ
\u1B98 # ᮘ
\u1B99 # ᮙ
\u1B9A # ᮚ
\u1B9B # ᮛ
\u1B9C # ᮜ
\u1B9D # ᮝ
\u1B9E # ᮞ
\u1B9F # ᮟ
\u1BA0 # ᮠ
\u1BA1 # ᮡ
\u1BA2 # ᮢ
\u1BA3 # ᮣ
\u1BA4 # ᮤ
\u1BA5 # ᮥ
\u1BA6 # ᮦ
\u1BA7 # ᮧ
\u1BA8 # ᮨ
\u1BA9 # ᮩ
\u1BAA # ᮪
\u1BAB # ᮫
\u1BAC # ᮬ
\u1BAD # ᮭ
\u1BAE # ᮮ
\u1BAF # ᮯ
\u1BB0 # ᮰
\u1BB1 # ᮱
\u1BB2 # ᮲
\u1BB3 # ᮳
\u1BB4 # ᮴
\u1BB5 # ᮵
\u1BB6 # ᮶
\u1BB7 # ᮷
\u1BB8 # ᮸
\u1BB9 # ᮹
\u1BBA # ᮺ
\u1BBB # ᮻ
\u1BBC # ᮼ
\u1BBD # ᮽ
\u1BBE # ᮾ
\u1BBF # ᮿ
\u1BC0 # ᯀ
\u1BC1 # ᯁ
\u1BC2 # ᯂ
\u1BC3 # ᯃ
\u1BC4 # ᯄ
\u1BC5 # ᯅ
\u1BC6 # ᯆ
\u1BC7 # ᯇ
\u1BC8 # ᯈ
\u1BC9 # ᯉ
\u1BCA # ᯊ
\u1BCB # ᯋ
\u1BCC # ᯌ
\u1BCD # ᯍ
\u1BCE # ᯎ
\u1BCF # ᯏ
\u1BD0 # ᯐ
\u1BD1 # ᯑ
\u1BD2 # ᯒ
\u1BD3 # ᯓ
\u1BD4 # ᯔ
\u1BD5 # ᯕ
\u1BD6 # ᯖ
\u1BD7 # ᯗ
\u1BD8 # ᯘ
\u1BD9 # ᯙ
\u1BDA # ᯚ
\u1BDB # ᯛ
\u1BDC # ᯜ
\u1BDD # ᯝ
\u1BDE # ᯞ
\u1BDF # ᯟ
\u1BE0 # ᯠ
\u1BE1 # ᯡ
\u1BE2 # ᯢ
\u1BE3 # ᯣ
\u1BE4 # ᯤ
\u1BE5 # ᯥ
\u1BE6 # ᯦
\u1BE7 # ᯧ
\u1BE8 # ᯨ
\u1BE9 # ᯩ
\u1BEA # ᯪ
\u1BEB # ᯫ
\u1BEC # ᯬ
\u1BED # ᯭ
\u1BEE # ᯮ
\u1BEF # ᯯ
\u1BF0 # ᯰ
\u1BF1 # ᯱ
\u1BF2 # ᯲
\u1BF3 # ᯳
\u1BF4 # ᯴
\u1BF5 # ᯵
\u1BF6 # ᯶
\u1BF7 # ᯷
\u1BF8 # ᯸
\u1BF9 # ᯹
\u1BFA # ᯺
\u1BFB # ᯻
\u1BFC # ᯼
\u1BFD # ᯽
\u1BFE # ᯾
\u1BFF # ᯿
\u1C00 # ᰀ
\u1C01 # ᰁ
\u1C02 # ᰂ
\u1C03 # ᰃ
\u1C04 # ᰄ
\u1C05 # ᰅ
\u1C06 # ᰆ
\u1C07 # ᰇ
\u1C08 # ᰈ
\u1C09 # ᰉ
\u1C0A # ᰊ
\u1C0B # ᰋ
\u1C0C # ᰌ
\u1C0D # ᰍ
\u1C0E # ᰎ
\u1C0F # ᰏ
\u1C10 # ᰐ
\u1C11 # ᰑ
\u1C12 # ᰒ
\u1C13 # ᰓ
\u1C14 # ᰔ
\u1C15 # ᰕ
\u1C16 # ᰖ
\u1C17 # ᰗ
\u1C18 # ᰘ
\u1C19 # ᰙ
\u1C1A # ᰚ
\u1C1B # ᰛ
\u1C1C # ᰜ
\u1C1D # ᰝ
\u1C1E # ᰞ
\u1C1F # ᰟ
\u1C20 # ᰠ
\u1C21 # ᰡ
\u1C22 # ᰢ
\u1C23 # ᰣ
\u1C24 # ᰤ
\u1C25 # ᰥ
\u1C26 # ᰦ
\u1C27 # ᰧ
\u1C28 # ᰨ
\u1C29 # ᰩ
\u1C2A # ᰪ
\u1C2B # ᰫ
\u1C2C # ᰬ
\u1C2D # ᰭ
\u1C2E # ᰮ
\u1C2F # ᰯ
\u1C30 # ᰰ
\u1C31 # ᰱ
\u1C32 # ᰲ
\u1C33 # ᰳ
\u1C34 # ᰴ
\u1C35 # ᰵ
\u1C36 # ᰶ
\u1C37 # ᰷
\u1C38 # ᰸
\u1C39 # ᰹
\u1C3A # ᰺
\u1C3B # ᰻
\u1C3C # ᰼
\u1C3D # ᰽
\u1C3E # ᰾
\u1C3F # ᰿
\u1C40 # ᱀
\u1C41 # ᱁
\u1C42 # ᱂
\u1C43 # ᱃
\u1C44 # ᱄
\u1C45 # ᱅
\u1C46 # ᱆
\u1C47 # ᱇
\u1C48 # ᱈
\u1C49 # ᱉
\u1C4A # ᱊
\u1C4B # ᱋
\u1C4C # ᱌
\u1C4D # ᱍ
\u1C4E # ᱎ
\u1C4F # ᱏ
\u1C50 # ᱐
\u1C51 # ᱑
\u1C52 # ᱒
\u1C53 # ᱓
\u1C54 # ᱔
\u1C55 # ᱕
\u1C56 # ᱖
\u1C57 # ᱗
\u1C58 # ᱘
\u1C59 # ᱙
\u1C5A # ᱚ
\u1C5B # ᱛ
\u1C5C # ᱜ
\u1C5D # ᱝ
\u1C5E # ᱞ
\u1C5F # ᱟ
\u1C60 # ᱠ
\u1C61 # ᱡ
\u1C62 # ᱢ
\u1C63 # ᱣ
\u1C64 # ᱤ
\u1C65 # ᱥ
\u1C66 # ᱦ
\u1C67 # ᱧ
\u1C68 # ᱨ
\u1C69 # ᱩ
\u1C6A # ᱪ
\u1C6B # ᱫ
\u1C6C # ᱬ
\u1C6D # ᱭ
\u1C6E # ᱮ
\u1C6F # ᱯ
\u1C70 # ᱰ
\u1C71 # ᱱ
\u1C72 # ᱲ
\u1C73 # ᱳ
\u1C74 # ᱴ
\u1C75 # ᱵ
\u1C76 # ᱶ
\u1C77 # ᱷ
\u1C78 # ᱸ
\u1C79 # ᱹ
\u1C7A # ᱺ
\u1C7B # ᱻ
\u1C7C # ᱼ
\u1C7D # ᱽ
\u1C7E # ᱾
\u1C7F # ᱿
\u1C80 # ᲀ
\u1C81 # ᲁ
\u1C82 # ᲂ
\u1C83 # ᲃ
\u1C84 # ᲄ
\u1C85 # ᲅ
\u1C86 # ᲆ
\u1C87 # ᲇ
\u1C88 # ᲈ
\u1C89 # Ᲊ
\u1C8A # ᲊ
\u1C8B # ᲋
\u1C8C # ᲌
\u1C8D # ᲍
\u1C8E # ᲎
\u1C8F # ᲏
\u1C90 # Ა
\u1C91 # Ბ
\u1C92 # Გ
\u1C93 # Დ
\u1C94 # Ე
\u1C95 # Ვ
\u1C96 # Ზ
\u1C97 # Თ
\u1C98 # Ი
\u1C99 # Კ
\u1C9A # Ლ
\u1C9B # Მ
\u1C9C # Ნ
\u1C9D # Ო
\u1C9E # Პ
\u1C9F # Ჟ
\u1CA0 # Რ
\u1CA1 # Ს
\u1CA2 # Ტ
\u1CA3 # Უ
\u1CA4 # Ფ
\u1CA5 # Ქ
\u1CA6 # Ღ
\u1CA7 # Ყ
\u1CA8 # Შ
\u1CA9 # Ჩ
\u1CAA # Ც
\u1CAB # Ძ
\u1CAC # Წ
\u1CAD # Ჭ
\u1CAE # Ხ
\u1CAF # Ჯ
\u1CB0 # Ჰ
\u1CB1 # Ჱ
\u1CB2 # Ჲ
\u1CB3 # Ჳ
\u1CB4 # Ჴ
\u1CB5 # Ჵ
\u1CB6 # Ჶ
\u1CB7 # Ჷ
\u1CB8 # Ჸ
\u1CB9 # Ჹ
\u1CBA # Ჺ
\u1CBB # ᲻
\u1CBC # ᲼
\u1CBD # Ჽ
\u1CBE # Ჾ
\u1CBF # Ჿ
\u1CC0 # ᳀
\u1CC1 # ᳁
\u1CC2 # ᳂
\u1CC3 # ᳃
\u1CC4 # ᳄
\u1CC5 # ᳅
\u1CC6 # ᳆
\u1CC7 # ᳇
\u1CC8 # ᳈
\u1CC9 # ᳉
\u1CCA # ᳊
\u1CCB # ᳋
\u1CCC # ᳌
\u1CCD # ᳍
\u1CCE # ᳎
\u1CCF # ᳏
\u1CD0 # ᳐
\u1CD1 # ᳑
\u1CD2 # ᳒
\u1CD3 # ᳓
\u1CD4 # ᳔
\u1CD5 # ᳕
\u1CD6 # ᳖
\u1CD7 # ᳗
\u1CD8 # ᳘
\u1CD9 # ᳙
\u1CDA # ᳚
\u1CDB # ᳛
\u1CDC # ᳜
\u1CDD # ᳝
\u1CDE # ᳞
\u1CDF # ᳟
\u1CE0 # ᳠
\u1CE1 # ᳡
\u1CE2 # ᳢
\u1CE3 # ᳣
\u1CE4 # ᳤
\u1CE5 # ᳥
\u1CE6 # ᳦
\u1CE7 # ᳧
\u1CE8 # ᳨
\u1CE9 # ᳩ
\u1CEA # ᳪ
\u1CEB # ᳫ
\u1CEC # ᳬ
\u1CED # ᳭
\u1CEE # ᳮ
\u1CEF # ᳯ
\u1CF0 # ᳰ
\u1CF1 # ᳱ
\u1CF2 # ᳲ
\u1CF3 # ᳳ
\u1CF4 # ᳴
\u1CF5 # ᳵ
\u1CF6 # ᳶ
\u1CF7 # ᳷
\u1CF8 # ᳸
\u1CF9 # ᳹
\u1CFA # ᳺ
\u1CFB # ᳻
\u1CFC # ᳼
\u1CFD # ᳽
\u1CFE # ᳾
\u1CFF # ᳿
\u1D00 # ᴀ
\u1D01 # ᴁ
\u1D02 # ᴂ
\u1D03 # ᴃ
\u1D04 # ᴄ
\u1D05 # ᴅ
\u1D06 # ᴆ
\u1D07 # ᴇ
\u1D08 # ᴈ
\u1D09 # ᴉ
\u1D0A # ᴊ
\u1D0B # ᴋ
\u1D0C # ᴌ
\u1D0D # ᴍ
\u1D0E # ᴎ
\u1D0F # ᴏ
\u1D10 # ᴐ
\u1D11 # ᴑ
\u1D12 # ᴒ
\u1D13 # ᴓ
\u1D14 # ᴔ
\u1D15 # ᴕ
\u1D16 # ᴖ
\u1D17 # ᴗ
\u1D18 # ᴘ
\u1D19 # ᴙ
\u1D1A # ᴚ
\u1D1B # ᴛ
\u1D1C # ᴜ
\u1D1D # ᴝ
\u1D1E # ᴞ
\u1D1F # ᴟ
\u1D20 # ᴠ
\u1D21 # ᴡ
\u1D22 # ᴢ
\u1D23 # ᴣ
\u1D24 # ᴤ
\u1D25 # ᴥ
\u1D26 # ᴦ
\u1D27 # ᴧ
\u1D28 # ᴨ
\u1D29 # ᴩ
\u1D2A # ᴪ
\u1D2B # ᴫ
\u1D2C # ᴬ
\u1D2D # ᴭ
\u1D2E # ᴮ
\u1D2F # ᴯ
\u1D30 # ᴰ
\u1D31 # ᴱ
\u1D32 # ᴲ
\u1D33 # ᴳ
\u1D34 # ᴴ
\u1D35 # ᴵ
\u1D36 # ᴶ
\u1D37 # ᴷ
\u1D38 # ᴸ
\u1D39 # ᴹ
\u1D3A # ᴺ
\u1D3B # ᴻ
\u1D3C # ᴼ
\u1D3D # ᴽ
\u1D3E # ᴾ
\u1D3F # ᴿ
\u1D40 # ᵀ
\u1D41 # ᵁ
\u1D42 # ᵂ
\u1D43 # ᵃ
\u1D44 # ᵄ
\u1D45 # ᵅ
\u1D46 # ᵆ
\u1D47 # ᵇ
\u1D48 # ᵈ
\u1D49 # ᵉ
\u1D4A # ᵊ
\u1D4B # ᵋ
\u1D4C # ᵌ
\u1D4D # ᵍ
\u1D4E # ᵎ
\u1D4F # ᵏ
\u1D50 # ᵐ
\u1D51 # ᵑ
\u1D52 # ᵒ
\u1D53 # ᵓ
\u1D54 # ᵔ
\u1D55 # ᵕ
\u1D56 # ᵖ
\u1D57 # ᵗ
\u1D58 # ᵘ
\u1D59 # ᵙ
\u1D5A # ᵚ
\u1D5B # ᵛ
\u1D5C # ᵜ
\u1D5D # ᵝ
\u1D5E # ᵞ
\u1D5F # ᵟ
\u1D60 # ᵠ
\u1D61 # ᵡ
\u1D62 # ᵢ
\u1D63 # ᵣ
\u1D64 # ᵤ
\u1D65 # ᵥ
\u1D66 # ᵦ
\u1D67 # ᵧ
\u1D68 # ᵨ
\u1D69 # ᵩ
\u1D6A # ᵪ
\u1D6B # ᵫ
\u1D6C # ᵬ
\u1D6D # ᵭ
\u1D6E # ᵮ
\u1D6F # ᵯ
\u1D70 # ᵰ
\u1D71 # ᵱ
\u1D72 # ᵲ
\u1D73 # ᵳ
\u1D74 # ᵴ
\u1D75 # ᵵ
\u1D76 # ᵶ
\u1D77 # ᵷ
\u1D78 # ᵸ
\u1D79 # ᵹ
\u1D7A # ᵺ
\u1D7B # ᵻ
\u1D7C # ᵼ
\u1D7D # ᵽ
\u1D7E # ᵾ
\u1D7F # ᵿ
\u1D80 # ᶀ
\u1D81 # ᶁ
\u1D82 # ᶂ
\u1D83 # ᶃ
\u1D84 # ᶄ
\u1D85 # ᶅ
\u1D86 # ᶆ
\u1D87 # ᶇ
\u1D88 # ᶈ
\u1D89 # ᶉ
\u1D8A # ᶊ
\u1D8B # ᶋ
\u1D8C # ᶌ
\u1D8D # ᶍ
\u1D8E # ᶎ
\u1D8F # ᶏ
\u1D90 # ᶐ
\u1D91 # ᶑ
\u1D92 # ᶒ
\u1D93 # ᶓ
\u1D94 # ᶔ
\u1D95 # ᶕ
\u1D96 # ᶖ
\u1D97 # ᶗ
\u1D98 # ᶘ
\u1D99 # ᶙ
\u1D9A # ᶚ
\u1D9B # ᶛ
\u1D9C # ᶜ
\u1D9D # ᶝ
\u1D9E # ᶞ
\u1D9F # ᶟ
\u1DA0 # ᶠ
\u1DA1 # ᶡ
\u1DA2 # ᶢ
\u1DA3 # ᶣ
\u1DA4 # ᶤ
\u1DA5 # ᶥ
\u1DA6 # ᶦ
\u1DA7 # ᶧ
\u1DA8 # ᶨ
\u1DA9 # ᶩ
\u1DAA # ᶪ
\u1DAB # ᶫ
\u1DAC # ᶬ
\u1DAD # ᶭ
\u1DAE # ᶮ
\u1DAF # ᶯ
\u1DB0 # ᶰ
\u1DB1 # ᶱ
\u1DB2 # ᶲ
\u1DB3 # ᶳ
\u1DB4 # ᶴ
\u1DB5 # ᶵ
\u1DB6 # ᶶ
\u1DB7 # ᶷ
\u1DB8 # ᶸ
\u1DB9 # ᶹ
\u1DBA # ᶺ
\u1DBB # ᶻ
\u1DBC # ᶼ
\u1DBD # ᶽ
\u1DBE # ᶾ
\u1DBF # ᶿ
\u1DC0 # ᷀
\u1DC1 # ᷁
\u1DC2 # ᷂
\u1DC3 # ᷃
\u1DC4 # ᷄
\u1DC5 # ᷅
\u1DC6 # ᷆
\u1DC7 # ᷇
\u1DC8 # ᷈
\u1DC9 # ᷉
\u1DCA # ᷊
\u1DCB # ᷋
\u1DCC # ᷌
\u1DCD # ᷍
\u1DCE # ᷎
\u1DCF # ᷏
\u1DD0 # ᷐
\u1DD1 # ᷑
\u1DD2 # ᷒
\u1DD3 # ᷓ
\u1DD4 # ᷔ
\u1DD5 # ᷕ
\u1DD6 # ᷖ
\u1DD7 # ᷗ
\u1DD8 # ᷘ
\u1DD9 # ᷙ
\u1DDA # ᷚ
\u1DDB # ᷛ
\u1DDC # ᷜ
\u1DDD # ᷝ
\u1DDE # ᷞ
\u1DDF # ᷟ
\u1DE0 # ᷠ
\u1DE1 # ᷡ
\u1DE2 # ᷢ
\u1DE3 # ᷣ
\u1DE4 # ᷤ
\u1DE5 # ᷥ
\u1DE6 # ᷦ
\u1DE7 # ᷧ
\u1DE8 # ᷨ
\u1DE9 # ᷩ
\u1DEA # ᷪ
\u1DEB # ᷫ
\u1DEC # ᷬ
\u1DED # ᷭ
\u1DEE # ᷮ
\u1DEF # ᷯ
\u1DF0 # ᷰ
\u1DF1 # ᷱ
\u1DF2 # ᷲ
\u1DF3 # ᷳ
\u1DF4 # ᷴ
\u1DF5 # ᷵
\u1DF6 # ᷶
\u1DF7 # ᷷
\u1DF8 # ᷸
\u1DF9 # ᷹
\u1DFA # ᷺
\u1DFB # ᷻
\u1DFC # ᷼
\u1DFD # ᷽
\u1DFE # ᷾
\u1DFF # ᷿
\u1E00 # Ḁ
\u1E01 # ḁ
\u1E02 # Ḃ
\u1E03 # ḃ
\u1E04 # Ḅ
\u1E05 # ḅ
\u1E06 # Ḇ
\u1E07 # ḇ
\u1E08 # Ḉ
\u1E09 # ḉ
\u1E0A # Ḋ
\u1E0B # ḋ
\u1E0C # Ḍ
\u1E0D # ḍ
\u1E0E # Ḏ
\u1E0F # ḏ
\u1E10 # Ḑ
\u1E11 # ḑ
\u1E12 # Ḓ
\u1E13 # ḓ
\u1E14 # Ḕ
\u1E15 # ḕ
\u1E16 # Ḗ
\u1E17 # ḗ
\u1E18 # Ḙ
\u1E19 # ḙ
\u1E1A # Ḛ
\u1E1B # ḛ
\u1E1C # Ḝ
\u1E1D # ḝ
\u1E1E # Ḟ
\u1E1F # ḟ
\u1E20 # Ḡ
\u1E21 # ḡ
\u1E22 # Ḣ
\u1E23 # ḣ
\u1E24 # Ḥ
\u1E25 # ḥ
\u1E26 # Ḧ
\u1E27 # ḧ
\u1E28 # Ḩ
\u1E29 # ḩ
\u1E2A # Ḫ
\u1E2B # ḫ
\u1E2C # Ḭ
\u1E2D # ḭ
\u1E2E # Ḯ
\u1E2F # ḯ
\u1E30 # Ḱ
\u1E31 # ḱ
\u1E32 # Ḳ
\u1E33 # ḳ
\u1E34 # Ḵ
\u1E35 # ḵ
\u1E36 # Ḷ
\u1E37 # ḷ
\u1E38 # Ḹ
\u1E39 # ḹ
\u1E3A # Ḻ
\u1E3B # ḻ
\u1E3C # Ḽ
\u1E3D # ḽ
\u1E3E # Ḿ
\u1E3F # ḿ
\u1E40 # Ṁ
\u1E41 # ṁ
\u1E42 # Ṃ
\u1E43 # ṃ
\u1E44 # Ṅ
\u1E45 # ṅ
\u1E46 # Ṇ
\u1E47 # ṇ
\u1E48 # Ṉ
\u1E49 # ṉ
\u1E4A # Ṋ
\u1E4B # ṋ
\u1E4C # Ṍ
\u1E4D # ṍ
\u1E4E # Ṏ
\u1E4F # ṏ
\u1E50 # Ṑ
\u1E51 # ṑ
\u1E52 # Ṓ
\u1E53 # ṓ
\u1E54 # Ṕ
\u1E55 # ṕ
\u1E56 # Ṗ
\u1E57 # ṗ
\u1E58 # Ṙ
\u1E59 # ṙ
\u1E5A # Ṛ
\u1E5B # ṛ
\u1E5C # Ṝ
\u1E5D # ṝ
\u1E5E # Ṟ
\u1E5F # ṟ
\u1E60 # Ṡ
\u1E61 # ṡ
\u1E62 # Ṣ
\u1E63 # ṣ
\u1E64 # Ṥ
\u1E65 # ṥ
\u1E66 # Ṧ
\u1E67 # ṧ
\u1E68 # Ṩ
\u1E69 # ṩ
\u1E6A # Ṫ
\u1E6B # ṫ
\u1E6C # Ṭ
\u1E6D # ṭ
\u1E6E # Ṯ
\u1E6F # ṯ
\u1E70 # Ṱ
\u1E71 # ṱ
\u1E72 # Ṳ
\u1E73 # ṳ
\u1E74 # Ṵ
\u1E75 # ṵ
\u1E76 # Ṷ
\u1E77 # ṷ
\u1E78 # Ṹ
\u1E79 # ṹ
\u1E7A # Ṻ
\u1E7B # ṻ
\u1E7C # Ṽ
\u1E7D # ṽ
\u1E7E # Ṿ
\u1E7F # ṿ
\u1E80 # Ẁ
\u1E81 # ẁ
\u1E82 # Ẃ
\u1E83 # ẃ
\u1E84 # Ẅ
\u1E85 # ẅ
\u1E86 # Ẇ
\u1E87 # ẇ
\u1E88 # Ẉ
\u1E89 # ẉ
\u1E8A # Ẋ
\u1E8B # ẋ
\u1E8C # Ẍ
\u1E8D # ẍ
\u1E8E # Ẏ
\u1E8F # ẏ
\u1E90 # Ẑ
\u1E91 # ẑ
\u1E92 # Ẓ
\u1E93 # ẓ
\u1E94 # Ẕ
\u1E95 # ẕ
\u1E96 # ẖ
\u1E97 # ẗ
\u1E98 # ẘ
\u1E99 # ẙ
\u1E9A # ẚ
\u1E9B # ẛ
\u1E9C # ẜ
\u1E9D # ẝ
\u1E9E # ẞ
\u1E9F # ẟ
\u1EA0 # Ạ
\u1EA1 # ạ
\u1EA2 # Ả
\u1EA3 # ả
\u1EA4 # Ấ
\u1EA5 # ấ
\u1EA6 # Ầ
\u1EA7 # ầ
\u1EA8 # Ẩ
\u1EA9 # ẩ
\u1EAA # Ẫ
\u1EAB # ẫ
\u1EAC # Ậ
\u1EAD # ậ
\u1EAE # Ắ
\u1EAF # ắ
\u1EB0 # Ằ
\u1EB1 # ằ
\u1EB2 # Ẳ
\u1EB3 # ẳ
\u1EB4 # Ẵ
\u1EB5 # ẵ
\u1EB6 # Ặ
\u1EB7 # ặ
\u1EB8 # Ẹ
\u1EB9 # ẹ
\u1EBA # Ẻ
\u1EBB # ẻ
\u1EBC # Ẽ
\u1EBD # ẽ
\u1EBE # Ế
\u1EBF # ế
\u1EC0 # Ề
\u1EC1 # ề
\u1EC2 # Ể
\u1EC3 # ể
\u1EC4 # Ễ
\u1EC5 # ễ
\u1EC6 # Ệ
\u1EC7 # ệ
\u1EC8 # Ỉ
\u1EC9 # ỉ
\u1ECA # Ị
\u1ECB # ị
\u1ECC # Ọ
\u1ECD # ọ
\u1ECE # Ỏ
\u1ECF # ỏ
\u1ED0 # Ố
\u1ED1 # ố
\u1ED2 # Ồ
\u1ED3 # ồ
\u1ED4 # Ổ
\u1ED5 # ổ
\u1ED6 # Ỗ
\u1ED7 # ỗ
\u1ED8 # Ộ
\u1ED9 # ộ
\u1EDA # Ớ
\u1EDB # ớ
\u1EDC # Ờ
\u1EDD # ờ
\u1EDE # Ở
\u1EDF # ở
\u1EE0 # Ỡ
\u1EE1 # ỡ
\u1EE2 # Ợ
\u1EE3 # ợ
\u1EE4 # Ụ
\u1EE5 # ụ
\u1EE6 # Ủ
\u1EE7 # ủ
\u1EE8 # Ứ
\u1EE9 # ứ
\u1EEA # Ừ
\u1EEB # ừ
\u1EEC # Ử
\u1EED # ử
\u1EEE # Ữ
\u1EEF # ữ
\u1EF0 # Ự
